format_folder,format,model_path,pass,image_index,image,latency_ms,fps,cpu_percent,rss_before_mb,rss_after_mb,temperature_c,ground_truth_count,predicted_count,absolute_count_error,completely_exposed_count,half_buried_count
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,1,EDGE_TEST_001_image_002_20794bef_640x640.jpg,72.80105500001355,13.736064676532694,85.7,828.984375,830.5625,49.05,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,2,EDGE_TEST_002_image_004_d61d9fff_640x640.jpg,71.56574900000123,13.97316473275481,89.7,832.078125,834.4375,49.05,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,3,EDGE_TEST_003_image_008_dccce67e_640x640.jpg,70.89904300005401,14.104562737175991,89.7,834.453125,834.453125,50.15,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,4,EDGE_TEST_004_image_014_451c0409_640x640.jpg,71.22794300005353,14.039433933944274,87.1,834.453125,834.453125,49.6,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,5,EDGE_TEST_005_image_018_aec5c6c0_640x640.jpg,74.01574899995467,13.510638121092478,86.2,834.453125,834.71875,50.7,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,6,EDGE_TEST_006_image_021_f416e021_640x640.jpg,70.92409699998825,14.099580287926198,89.3,834.734375,834.734375,49.6,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,7,EDGE_TEST_007_image_024_9edd3cd5_640x640.jpg,72.59626299992306,13.77481372561918,86.2,834.71875,834.859375,50.7,1,0,1,0,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,8,EDGE_TEST_008_image_035_d26df087_640x640.jpg,70.43288700003814,14.197912972095812,88.9,834.859375,834.859375,50.15,1,0,1,0,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,9,EDGE_TEST_009_image_049_260ef98f_640x640.jpg,70.71439799995005,14.14139168660824,89.3,834.859375,834.859375,49.6,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,10,EDGE_TEST_010_image_052_44122540_640x640.jpg,72.08916199999749,13.871710701811665,86.2,834.859375,834.859375,51.25,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,11,EDGE_TEST_011_image_053_48518c21_640x640.jpg,72.10334699993837,13.868981699294137,85.7,834.859375,834.859375,50.7,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,12,EDGE_TEST_012_image_054_abfc3115_640x640.jpg,72.61290899998585,13.771655946192638,88.9,834.859375,834.859375,51.8,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,13,EDGE_TEST_013_image_057_5de4c210_640x640.jpg,72.22691800006942,13.845253649048667,86.2,834.875,834.875,51.8,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,14,EDGE_TEST_014_image_063_39cb7a62_640x640.jpg,72.46402399994167,13.799951269623184,87.1,834.875,834.875,51.8,2,1,1,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,15,EDGE_TEST_015_image_068_473a1c63_640x640.jpg,72.22308500001873,13.845988439842202,86.7,834.875,834.875,51.25,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,16,EDGE_TEST_016_image_076_0ed6e178_640x640.jpg,72.7215919999935,13.751074096398897,85.7,834.875,834.875,51.8,1,1,0,1,0
06_ncnn_fp16,NCNN FP16,/home/tanishk/rock_edge_project/02_selected_model/06_ncnn_fp16/06_yolov8n_FP16_ncnn_model,1,17,EDGE_TEST_017_image_077_0ea2da12_640x640.jpg,72.27282400003787,13.836459469184101,86.2,834.875,834.875,52.35,1,1,0,1,0
